event_name,event_id,market_type,runner_name,ltp,total_matched,odd,proba
Barcelona v Paris St-G,30186199,OVER_UNDER_85,Under 8.5 Goals,1.01,0.0,0.010000000000000009,0.99009900990099
Barcelona v Paris St-G,30186199,OVER_UNDER_85_CORNR,Over 8.5 Corners,1.6577777777777778,0.0,0.6577777777777778,0.6036773904441579
Barcelona v Paris St-G,30186199,OVER_UNDER_85_CORNR,Under 8.5 Corners,2.4199999999999995,0.0,1.42,0.41357991601894045
Barcelona v Paris St-G,30186199,PENALTY_TAKEN,No,1.5982352941176472,0.0,0.5982352941176471,0.6265306150771918
Barcelona v Paris St-G,30186199,PENALTY_TAKEN,Yes,2.5976470588235294,0.0,1.5976470588235294,0.38608658627289716
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 0 - 1,,0.0,,
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 0 - 2,,0.0,,
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 0 - 3,,0.0,,
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 1 - 1,,0.0,,
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 1 - 2,,0.0,,
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 1 - 3,,0.0,,
Barcelona v Paris St-G,30186199,SCORE_CAST,A Florenzi 2 - 1,,0.0,,
